ids,ATScore,OverallScore
4782,96,85.03
4783,100,89.59
4784,58,67.52
4785,89,89
4786,89,88.68
4787,92,93.5
4788,85,88.83
4789,85,82.27
4790,81,82.74
4791,96,81.45
4792,96,94.48
4793,96,95.47
4794,100,96.69
4795,93,74.76
4796,96,91.45
4797,92,87.54
4798,85,86.86
4799,66,75.36
4800,85,80.87
4801,96,96.51
4802,70,74.56
4803,92,88.24
4804,89,90.58
4805,65,72.19
4806,81,86.31
4807,81,86.56
4808,89,87.43
4809,100,98.23
4810,89,88.42
4811,44,57.58
4812,100,93.26
4813,88,83.28
4814,81,69.32
4815,89,90.45
4816,92,82.13
4817,97,87.01
4818,89,86.03
4819,81,80.11
4820,85,89.02
4821,74,78.72
4822,81,75.31
4823,100,98.23
4824,89,85.38
4825,58,70.09
4826,89,89.6
4827,100,94.85
4828,89,87.07
4829,74,75.12
4830,96,93.25
4831,85,87.13
4832,97,92.03
4833,70,78.59
4834,96,96.54
4835,74,79.5
4836,89,89
4837,86,87.23
4838,86,84.44
4839,78,81.51
4840,89,80.13
4841,78,80.06
4842,89,79.03
4843,93,81.62
4844,100,82.42
4845,78,84.34
4846,96,78.35
4847,89,82.69
4848,96,93.64
4849,93,94.06
4850,81,85.58
4851,89,92.02
4852,100,96.92
4853,89,72.56
4854,81,80.32
4855,89,89.62
4856,85,85.07
4857,89,89.44
4858,100,92.92
4859,77,77.33
4860,100,80.87
4861,93,94.74
4862,96,88.61
4863,85,84.16
4864,85,81.15
4865,89,86.87
4866,89,91.42
4867,89,78.53
4868,89,73.63
4869,100,100
4870,89,88.66
4871,88,91.33
4872,77,82.67
4873,81,82.54
4874,93,82.15
4875,89,87.23
4876,78,84.22
4877,88,89.44
4878,92,90.94
4879,89,85.39
4880,89,89.53
4881,77,80.13
4882,96,90.71
4883,89,87.23
4884,92,94.07
4885,89,88.28
4886,89,88
4887,96,91.12
4888,96,96.99
4889,100,98.84
4890,85,84.72
4891,96,95.9
4892,78,71.62
4893,93,94.1
4894,96,89.01
4895,73,80.35
4896,96,93.22
4897,93,84.11
4898,92,90.83
4899,92,92.48
4900,89,91.19
4901,89,91.45
4902,86,86.72
4903,89,90.41
4904,54,67.47
4905,100,98.38
4906,89,92.2
4907,81,86.56
4908,100,94.73
4909,85,76.83
4910,100,90.24
4911,81,71.89
4912,89,88.82
4913,78,83.86
4914,69,76.99
4915,63,72.49
4916,84,83.92
4917,96,97.16
4918,81,72.97
4919,96,89.55
4920,81,75.18
4921,97,93.87
4922,89,81.47
4923,89,87.34
4924,67,76.66
4925,89,86.69
4926,85,88.91
4927,100,88.88
4928,93,90.6
4929,77,81.86
4930,78,80.1
4931,93,92.11
4932,89,91.18
4933,92,94.07
4934,69,74.24
4935,89,85.44
4936,96,85.51
4937,82,85.14
4938,89,91.31
4939,96,97.17
4940,89,73.74
4941,66,69.39
4942,77,82.56
4943,89,90.27
4944,89,87.54
4945,100,94.96
4946,92,80.37
4947,89,82.62
4948,76,82.25
4949,100,84.23
4950,100,82.61
4951,85,88.01
4952,70,78.78
4953,70,68.72
4954,81,83.11
4955,100,96.37
4956,100,94.93
4957,93,87.59
4958,100,86.24
4959,92,90.78
4960,84,85.4
4961,78,77.32
4962,74,80.89
4963,100,94.69
4964,96,89.02
4965,96,90.67
4966,66,71.37
4967,97,89.92
4968,74,75.5
4969,100,91.16
4970,89,91.45
4971,100,96.46
4972,100,92.54
4973,74,78.81
4974,96,86.85
4975,100,91.03
4976,97,82.62
4977,82,80.25
4978,100,95.21
4979,100,94.69
4980,74,78.93
4981,89,89.82
4982,100,78.44
4983,81,82.78
4984,96,94.42
4985,70,76.67
4986,92,92.15
4987,92,90.29
4988,97,97.23
4989,96,90.28
4990,74,61.59
4991,96,90.8
4992,96,87.91
4993,100,92.66
4994,100,89.64
4995,100,97.82
4996,85,88.69
4997,100,93.55
4998,96,83.7
4999,85,87.26
5000,89,76.52
5001,100,87.8
5002,100,94.69
5003,89,91.05
5004,96,91.27
5005,97,84.85
5006,85,80.37
5007,93,78.31
5008,97,92.31
5009,100,82.14
5010,100,84.09
5011,97,96.38
5012,100,90.51
5013,89,80.92
5014,78,78.77
5015,75,74.74
5016,44,52.34
5017,96,88.96
5018,96,89.17
5019,96,87.3
5020,85,89.01
5021,85,88.09
5022,100,83.19
5023,89,89.01
5024,82,28.15
5025,63,73
5026,92,82.66
5027,100,85.94
5028,100,90.33
5029,97,79.43
5030,93,91.36
5031,92,90.4
5032,100,91.55
5033,96,91.59
5034,100,90.29
5035,100,100
5036,89,88.26
5037,100,90.81
5038,100,88.84
5039,96,84.85
5040,88,85.9
5041,89,91.45
5042,93,93.7
5043,100,87.79
5044,100,99.34
5045,100,98.09
5046,100,90.51
5047,100,94.91
5048,89,87.5
5049,93,92.15
5050,96,89.88
5051,89,89.09
5052,100,96.64
5053,97,85
5054,100,95.89
5055,100,100
5056,97,94.67
5057,89,89.56
5058,75,79.8
5059,96,93.91
5060,100,84.51
5061,96,88.78
5062,73,76.41
5063,89,90.53
5064,100,90.9
5065,96,91.07
5066,100,92.1
5067,96,91.22
5068,96,86.97
5069,63,72.27
5070,93,86.88
5071,89,85.8
5072,100,87.73
5073,100,76.74
5074,81,84.81
5075,74,77.88
5076,86,88.58
5077,96,81.98
5078,55,68.13
5079,96,93.37
5080,85,82.93
5081,100,91.38
5082,100,98.23
5083,62,71.71
5084,96,93.22
5085,100,73.63
5086,89,90.04
5087,96,78.87
5088,96,92.14
5089,96,96.07
5090,66,73.8
5091,97,95.27
5092,81,80.67
5093,100,88.17
5094,100,94.14
5095,89,80.02
5096,97,97.87
5097,96,89.36
5098,89,76.65
5099,77,82.26
5100,96,90.55
5101,100,91.16
5102,97,87.44
5103,100,89.32
5104,96,95.47
5105,54,61.51
5106,89,83.63
5107,100,96.46
5108,96,96.58
5109,81,85.94
5110,96,92.75
5111,77,83.73
5112,86,84.47
5113,85,87.77
5114,89,89.36
5115,97,79.18
5116,82,77.14
5117,100,85.12
5118,92,92.03
5119,90,92.3
5120,96,97.17
5121,93,90.46
5122,89,91.83
5123,85,84.71
5124,92,93.28
5125,66,74.94
5126,96,96.01
5127,89,80.61
5128,78,82.91
5129,96,94.71
5130,100,98.33
5131,93,93.02
5132,92,87.36
5133,65,72.07
5134,85,86.52
5135,81,84.06
5136,89,90.56
5137,58,69.83
5138,96,95.21
5139,93,89.14
5140,96,77.69
5141,96,89.29
5142,89,91.59
5143,89,87.39
5144,78,80.24
5145,96,94.92
5146,100,89.39
5147,89,91.13
5148,89,85.38
5149,74,81.49
5150,96,87.16
5151,89,84.93
5152,89,92.05
5153,89,88.03
5154,89,89.49
5155,100,85.53
5156,89,90.58
5157,89,84.82
5158,85,84.85
5159,89,91.98
5160,89,84.27
5161,89,91.97
5162,93,79.62
5163,74,62.78
5164,89,90.54
5165,93,94.6
5166,82,69.76
5167,89,90.98
5168,89,86.45
5169,81,83.8
5170,100,89.4
5171,67,76.11
5172,93,92.68
5173,96,96.66
5174,93,90.66
5175,79,85.14
5176,100,96.59
5177,85,87.04
5178,89,88.16
5179,89,82.33
5180,100,90.68
5181,96,91.86
5182,100,86.5
5183,90,87.02
5184,93,89.36
5185,90,87.92
5186,75,80.56
5187,100,88.03
5188,89,85.07
5189,89,80.58
5190,85,85.72
5191,89,91.91
5192,100,98.21
5193,93,93.82
5194,100,89.69
5195,85,85.48
5196,85,82.1
5197,92,87.72
5198,96,95.47
5199,96,96.9
5200,96,88.01
5201,92,83.61
5202,89,92.13
5203,85,89.24
5204,97,88.78
5205,89,88.11
5206,100,91.16
5207,92,88.52
5208,81,85.58
5209,89,85.83
5210,96,91.12
5211,93,90.07
5212,89,92.22
5213,85,87.17
5214,47,62.14
5215,92,90.06
5216,96,87.26
5217,89,88.54
5218,81,69.92
5219,92,79.61
5220,70,71.07
5221,66,75.75
5222,89,91.17
5223,100,87.74
5224,74,81.53
5225,77,77.92
5226,85,86.93
5227,100,96.11
5228,85,84.61
5229,73,76.25
5230,92,91.83
5231,89,91.18
5232,89,88.83
5233,92,90.47
5234,97,92.08
5235,82,85.43
5236,96,95.83
5237,92,93.16
5238,81,86.19
5239,89,86.98
5240,93,94.67
5241,74,79.84
5242,100,92.16
5243,96,89.02
5244,92,91.36
5245,100,88.8
5246,96,84.03
5247,85,81.61
5248,62,72.12
5249,96,90.36
5250,100,89.72
5251,96,92.02
5252,85,83.15
5253,96,92.56
5254,85,87.38
5255,89,85.78
5256,81,85.05
5257,86,83.89
5258,89,87.88
5259,96,88.53
5260,100,96.46
5261,93,91.17
5262,96,92.15
5263,100,98.21
5264,96,86.46
5265,81,72.18
5266,100,98.23
5267,96,95.71
5268,93,81.84
5269,89,87.1
5270,73,79.11
5271,100,77.86
5272,100,92.92
5273,96,88.29
5274,100,85.13
5275,84,86.65
5276,100,89.95
5277,77,79.43
5278,100,94.69
5279,92,84.99
5280,100,88.84
5281,89,90.17
5282,62,24.35
5283,89,89.53
5284,97,97.87
5285,96,86.39
5286,89,82.02
5287,82,79.91
5288,70,77.85
5289,100,82.09
5290,85,88.21
5291,96,78.39
5292,86,84.41
5293,96,95.72
5294,96,90.86
5295,100,89.61
5296,93,93.75
5297,81,80.93
5298,82,86.19
5299,89,90.13
5300,86,87.08
5301,85,88.36
5302,89,91.18
5303,89,92.22
5304,96,84.91
5305,97,92.04
5306,96,95.46
5307,85,82.81
5308,93,89.75
5309,100,96.59
5310,96,95.47
5311,89,67.46
5312,97,74.45
5313,89,83.9
5314,59,68
5315,86,89.24
5316,96,85.58
5317,100,90.57
5318,89,85.85
5319,92,94.34
5320,96,93.63
5321,96,97.17
5322,92,84.76
5323,100,86.74
5324,96,84.81
5325,89,90.17
5326,85,87.31
5327,96,92.83
5328,93,84.68
5329,100,99.67
5330,82,87.08
5331,77,81.68
5332,92,88.84
5333,96,93.98
5334,88,81.11
5335,89,89.2
5336,100,96.38
5337,85,84.15
5338,96,89.02
5339,97,97.87
5340,100,98.23
5341,89,87.59
5342,85,84.25
5343,89,86.02
5344,89,78.43
5345,96,95.69
5346,92,93.32
5347,93,94.74
5348,78,74.88
5349,93,95.05
5350,89,91.31
5351,92,91.8
5352,89,88.36
5353,89,89.61
5354,85,89.39
5355,82,84.4
5356,92,93.32
5357,96,85.34
5358,81,85.31
5359,89,89.99
5360,85,88.1
5361,88,89.45
5362,96,96.68
5363,92,76.1
5364,93,94.74
5365,82,87.09
5366,81,84.95
5367,93,86.87
5368,100,93.01
5369,89,88.25
5370,100,92.49
5371,96,90.81
5372,82,75.71
5373,97,86.73
5374,96,86.18
5375,92,86.3
5376,89,88.79
5377,89,91.83
5378,93,82.59
5379,85,89.07
5380,89,85.25
5381,89,86.67
5382,96,90.24
5383,96,96.99
5384,93,91.93
5385,97,89.16
5386,77,83.2
5387,81,83.37
5388,88,87.74
5389,97,88.35
5390,89,89.39
5391,78,73.35
5392,96,95.03
5393,81,81.98
5394,96,91.78
5395,96,94.59
5396,97,90.95
5397,89,91.8
5398,93,95
5399,93,94.07
5400,93,93.91
5401,89,91.61
5402,100,92.92
5403,85,88.66
5404,85,89.24
5405,100,95.62
5406,96,95.21
5407,100,97.68
5408,81,83.94
5409,70,66.04
5410,74,68
5411,93,29.11
5412,56,68.68
5413,82,84.7
5414,77,77.99
5415,73,75.6
5416,89,84.67
5417,88,89.1
5418,96,89.41
5419,58,67.64
5420,85,79.36
5421,93,90.56
5422,89,90.48
5423,96,79.5
5424,74,77.24
5425,73,80.79
5426,100,98.35
5427,97,90.98
5428,100,96.4
5429,89,90.02
5430,89,91.83
5431,89,88.45
5432,100,92.87
5433,82,71.53
5434,100,96.82
5435,92,88.02
5436,89,90.58
5437,85,86.19
5438,81,86.56
5439,100,93.24
5440,92,82.2
5441,96,84.99
5442,67,72.25
5443,92,84.12
5444,85,85.88
5445,78,80.15
5446,97,75.52
5447,85,87.91
5448,89,82.52
5449,NaN,NaN
5450,96,85.91
5451,92,93.32
5452,89,88.71
5453,100,92.67
5454,85,81.17
5455,93,90.75
5456,88,91.01
5457,85,81.79
5458,96,83.81
5459,100,82.57
5460,74,76.61
5461,93,92.41
5462,54,64.95
5463,70,69.21
5464,96,94.86
5465,89,74.11
5466,88,87.5
5467,96,91.09
5468,81,86.55
5469,96,89.02
5470,85,88.51
5471,89,86.46
5472,89,87.69
5473,96,88.24
5474,85,85.74
5475,93,95.02
5476,100,91.21
5477,77,78.27
5478,81,71.72
5479,82,87.26
5480,96,87.3
5481,96,89.47
5482,100,96.25
5483,85,81.39
5484,92,92.33
5485,92,92.58
5486,93,89.86
5487,89,91.1
5488,82,81.93
5489,100,89.88
5490,100,92.92
5491,92,81.27
5492,85,87.25
5493,51,65.3
5494,89,91.98
5495,89,79.82
5496,85,84.42
5497,89,80.11
5498,100,82.95
5499,86,86.13
5500,59,61.91
5501,85,65.33
5502,85,88.36
5503,96,90.59
5504,96,90.71
5505,89,90.58
5506,81,76.92
5507,92,87.97
5508,85,85.68
5509,100,89.38
5510,89,92.08
5511,73,73.84
5512,89,80.52
5513,96,94.34
5514,100,94.39
5515,70,76.74
5516,89,83.19
5517,89,86
5518,74,75.5
5519,89,81.41
5520,96,91.14
5521,96,88.96
5522,89,88.57
5523,89,89.19
5524,97,88.81
5525,67,69.27
5526,81,78.33
5527,59,68.78
5528,89,88.43
5529,92,94.34
5530,96,97.17
5531,54,65.59
5532,93,85.4
5533,93,92.74
5534,100,88.96
5535,85,87.57
5536,74,74.64
5537,77,72.36
5538,82,84.52
5539,79,73.58
5540,92,90.82
5541,77,79.47
5542,89,90.87
5543,92,87.97
5544,97,87.1
5545,78,77.22
5546,89,76.35
5547,93,88.93
5548,97,97.87
5549,100,89.66
5550,89,82.6
5551,100,84.33
5552,89,88.22
5553,100,90.36
5554,92,92.2
5555,55,61.41
5556,89,85.8
5557,89,90.12
5558,89,87.82
5559,96,94.39
5560,85,78.11
5561,89,85.19
5562,86,85.49
5563,89,89.44
5564,96,76.75
5565,85,54.87
5566,67,74.97
5567,78,83.06
5568,89,90.95
5569,86,88.29
5570,92,83.68
5571,82,77.74
5572,81,81.57
5573,89,80.58
5574,67,64.67
5575,81,73.89
5576,82,79.29
5577,85,87.25
5578,96,95.12
5579,77,83.09
5580,89,82.88
5581,96,90.71
5582,93,83.41
5583,100,96.73
5584,93,94.68
5585,89,76.68
5586,93,83.25
5587,85,83.88
5588,89,92.18
5589,100,92.37
5590,100,89.64
5591,100,96.33
5592,100,95.12
5593,89,91.25
5594,85,85.59
5595,74,81.53
5596,96,87.96
5597,93,94.74
5598,89,91
5599,97,97.23
5600,96,90.03
5601,85,87.64
5602,88,89.95
5603,89,78.08
5604,89,82.29
5605,89,88.66
5606,85,86.37
5607,74,68.81
5608,96,89.02
5609,96,84.61
5610,88,89.77
5611,100,96.69
5612,97,91.52
5613,96,93.99
5614,89,85.98
5615,77,79.57
5616,85,80.23
5617,82,84.48
5618,89,90.58
5619,58,65.68
5620,89,74.75
5621,100,94.82
5622,96,88.37
5623,100,97.19
5624,85,86.6
5625,96,95.47
5626,62,72.81
5627,70,74.51
5628,92,92.99
5629,89,86
5630,100,92.21
5631,89,89.81
5632,89,91.68
5633,96,92.91
5634,96,89.75
5635,96,93.98
5636,77,82.59
5637,96,88.83
5638,96,89.39
5639,85,86.12
5640,89,88.49
5641,89,75.71
5642,100,97.34
5643,81,84.36
5644,89,91.21
5645,96,93.19
5646,92,92.45
5647,100,94.61
5648,94,95.35
5649,85,88.81
5650,77,73.86
5651,89,84.77
5652,85,85.82
5653,73,80.09
5654,96,93.57
5655,89,89.85
5656,100,97.07
5657,85,80.97
5658,73,80.88
5659,100,93.22
5660,89,78.51
5661,92,90.59
5662,89,84.03
5663,85,84.19
5664,81,79.34
5665,96,96.66
5666,97,91.6
5667,89,69.67
5668,100,87.2
5669,96,83.98
5670,96,88.03
5671,96,93.79
5672,96,90.71
5673,66,72.8
5674,89,86.62
5675,82,86.61
5676,96,92.25
5677,85,85.89
5678,96,93.48
5679,100,95.61
5680,96,94.64
5681,100,89.79
5682,78,82.94
5683,89,91.77
5684,85,79.47
5685,81,84.88
5686,96,90.06
5687,97,61.05
5688,89,88.72
5689,100,82.63
5690,70,71.59
5691,96,88.87
5692,89,82.68
5693,93,90.6
5694,74,75.64
5695,100,98.97
5696,100,85.08
5697,100,91.11
5698,89,91.45
5699,93,90.86
5700,89,72.92
5701,100,96.83
5702,89,80.83
5703,89,81.85
5704,96,93.68
5705,85,88.45
5706,96,90.8
5707,100,91.16
5708,96,89.02
5709,100,96.03
5710,92,92.22
5711,92,91.93
5712,70,58.76
5713,88,90.8
5714,100,93.64
5715,92,93.98
5716,63,66.43
5717,78,70.42
5718,96,92.21
5719,89,87.82
5720,89,85.97
5721,100,93.07
5722,89,92.16
5723,78,75.09
5724,89,87.4
5725,100,82.01
5726,100,99.96
5727,93,90.55
5728,100,89.47
5729,85,86.18
5730,92,91.45
5731,100,84.51
5732,100,90.83
5733,100,88.45
5734,100,88.37
5735,100,90
5736,96,82.79
5737,96,92.23
5738,100,88.15
5739,96,90.38
5740,63,73.83
5741,100,93.23
5742,89,91.27
5743,100,90.23
5744,88,91.26
5745,96,90.51
5746,89,90.91
5747,97,92.31
5748,97,86.14
5749,97,93.38
5750,89,89.21
5751,96,96.19
5752,100,79.39
5753,85,73.99
5754,89,91.94
5755,96,83.46
5756,100,91.88
5757,97,85.44
5758,92,91.77
5759,96,83.68
5760,92,88.22
5761,96,88.88
5762,93,85.26
5763,73,69.39
5764,96,93.73
5765,89,89.19
5766,92,92.24
5767,74,73.42
5768,100,92.72
5769,100,94.17
5770,100,74.64
5771,96,92.47
5772,92,93.32
5773,92,88.39
5774,93,90.05
5775,97,89.41
5776,100,86.56
5777,96,96.66
5778,89,86.4
5779,88,86.26
5780,96,88.54
5781,89,87.83
5782,100,86.32
5783,96,95.2
5784,96,89.23
5785,97,92.67
5786,81,84.98
5787,100,89.16
5788,96,95.23
5789,100,94.35
5790,100,90.53
5791,92,91.81
5792,100,94.94
5793,93,94.74
5794,81,78.03
5795,100,98.23
5796,81,84.94
5797,81,69.13
5798,85,88.36
5799,96,91.12
5800,81,81.57
5801,100,91.16
5802,100,91.59
5803,96,89.13
5804,93,95.05
5805,85,85.81
5806,89,76.54
5807,85,88.24
5808,93,90.93
5809,96,90.39
5810,100,92.27
5811,96,79.4
5812,81,86.56
5813,89,89.21
5814,81,83.19
5815,93,92.65
5816,96,78.97
5817,100,94.69
5818,96,80.34
5819,100,87.75
5820,100,96.44
5821,96,97.16
5822,96,96.31
5823,96,78.59
5824,97,90.12
5825,89,92.02
5826,93,90.54
5827,89,91.43
5828,81,79.54
5829,89,90.75
5830,89,91.74
5831,100,94.65
5832,85,88.26
5833,82,86.79
5834,93,92.99
5835,97,79.91
5836,100,96.46
5837,89,87.19
5838,93,90.86
5839,90,92.92
5840,89,89.48
5841,85,83.08
5842,92,84.81
5843,82,83.39
5844,100,97.6
5845,93,90.45
5846,96,89.07
5847,85,85.67
5848,89,87.22
5849,81,78.08
5850,78,82.2
5851,93,90.22
5852,81,85.67
5853,100,94.69
5854,89,90.75
5855,85,87.25
5856,54,65.35
5857,89,79.98
5858,96,69.81
5859,81,83.36
5860,96,82.99
5861,88,83.7
5862,100,95.71
5863,89,79.5
5864,81,81.36
5865,70,76.4
5866,100,87.62
5867,85,83.38
5868,78,82.73
5869,100,89.72
5870,100,89.14
5871,100,89.39
5872,100,91.16
5873,92,90.59
5874,96,76
5875,93,84.39
5876,100,94.11
5877,93,91.36
5878,100,85.3
5879,96,88.35
5880,85,86.15
5881,93,93.48
5882,100,95.43
5883,100,91.69
5884,96,95.87
5885,89,81
5886,81,84.81
5887,100,96.79
5888,92,94.07
5889,100,91.21
5890,100,99.83
5891,93,94.74
5892,69,72.92
5893,100,94.69
5894,93,95.05
5895,81,81.15
5896,77,80.64
5897,96,89.31
5898,100,90.6
5899,96,77.66
5900,100,73.46
5901,85,84.73
5902,96,90.53
5903,85,84.75
5904,100,91.16
5905,100,91.85
5906,97,80.62
5907,92,85.63
5908,89,88.86
5909,82,87.22
5910,93,92.85
5911,96,93.55
5912,93,92.14
5913,96,82.82
5914,100,97.46
5915,86,84.75
5916,100,86.87
5917,89,86.29
5918,85,84.71
5919,100,89.88
5920,100,95.77
5921,85,83.35
5922,85,85.57
5923,69,76.89
5924,90,87.86
5925,63,64.34
5926,85,83.35
5927,96,77.2
5928,93,88.15
5929,100,94.73
5930,96,88.06
5931,89,90.73
5932,86,88.95
5933,97,90.99
5934,85,69.22
5935,100,91.6
5936,100,96.46
5937,89,89.96
5938,89,88.54
5939,96,80.32
5940,96,90.61
5941,89,88.64
5942,84,82.08
5943,89,80.84
5944,81,81.69
5945,96,92.33
5946,88,89.44
5947,100,91.04
5948,81,86.05
5949,96,88.88
5950,81,79.19
5951,89,82.7
5952,74,74.13
5953,96,95.47
5954,85,83.27
5955,77,73.49
5956,96,96.48
5957,100,89.17
5958,100,89.78
5959,89,89.97
5960,79,81.75
5961,100,87.66
5962,96,90.32
5963,89,84.06
5964,89,80.12
5965,85,83.38
5966,96,90.71
5967,96,93.68
5968,96,93.04
5969,97,82.38
5970,96,92.38
5971,96,90.61
5972,100,88.94
5973,58,70.05
5974,96,94.93
5975,100,91.59
5976,100,98.01
5977,92,94.07
5978,93,88.62
5979,85,88.34
5980,85,82.44
5981,58,69.51
5982,74,81.11
5983,92,89.12
5984,89,87.1
5985,100,85.98
5986,97,97.16
5987,81,80.29
5988,100,95.95
5989,89,89.21
5990,85,85.79
5991,85,85.72
5992,92,83.98
5993,81,84.98
5994,89,89.08
5995,82,80.92
5996,96,90.57
5997,100,93.88
5998,96,73.33
5999,85,83.49
6000,96,91.08
6001,93,92.14
6002,78,84.13
6003,92,94.34
6004,78,84.44
6005,89,83.85
6006,89,91
6007,100,90.02
6008,100,99.98
6009,85,83.75
6010,90,73.44
6011,81,84.81
6012,96,92.38
6013,92,91.9
6014,92,85.57
6015,96,96.64
6016,93,85.11
6017,92,93.25
6018,92,90.47
6019,100,91.17
6020,89,84.91
6021,97,92.61
6022,100,96.46
6023,89,88.95
6024,82,86.21
6025,82,75.41
6026,89,76.48
6027,100,89.55
6028,100,89.15
6029,100,90.94
6030,96,90.29
6031,96,94.85
6032,96,87.67
6033,96,89.76
6034,89,86.4
6035,96,86.88
6036,89,91.9
6037,82,86.24
6038,96,90.73
6039,96,89.98
6040,82,82.97
6041,77,79.28
6042,100,91.21
6043,89,88.03
6044,100,83.05
6045,93,88.96
6046,96,97.14
6047,93,94.44
6048,97,94.9
6049,100,89.15
6050,100,90.99
6051,100,91.3
6052,100,85.79
6053,100,93.49
6054,100,93.31
6055,89,87.7
6056,82,87.27
6057,93,93.15
6058,92,87.24
6059,92,82.56
6060,89,88.03
6061,92,93.73
6062,82,85.99
6063,100,87.68
6064,80,85.74
6065,89,90.78
6066,89,91.38
6067,100,91.11
6068,100,79.71
6069,96,88.55
6070,96,91.35
6071,100,98.23
6072,74,70.83
6073,81,86.1
6074,90,83.43
6075,89,88.17
6076,100,85.24
6077,97,94.91
6078,89,90.28
6079,100,86.64
6080,96,93.92
6081,69,67.37
6082,100,96.18
6083,82,73.72
6084,100,90.34
6085,96,91.1
6086,100,100
6087,96,88.37
6088,96,87.54
6089,96,97.17
6090,93,94.33
6091,100,88.07
6092,100,94.82
6093,97,89.53
6094,96,88.3
6095,92,90.94
6096,100,90.02
6097,89,86.58
6098,93,80.28
6099,89,92.21
6100,93,95.05
6101,93,82.09
6102,93,81.58
6103,82,82.88
6104,81,75.29
6105,96,95.78
6106,70,76.2
6107,100,91.16
6108,100,80.74
6109,100,90.87
6110,93,92.48
6111,100,94.69
6112,97,92.57
6113,89,82.93
6114,100,92.76
6115,92,86.49
6116,85,82.63
6117,100,85.88
6118,100,90.38
6119,85,87.25
6120,100,95.06
6121,100,91.16
6122,74,80.53
6123,96,91.22
6124,84,85.64
6125,89,91.54
6126,85,83.5
6127,93,87.65
6128,96,95.88
6129,96,88.08
6130,97,91.71
6131,85,85.75
6132,92,91.35
6133,100,80.53
6134,89,86.93
6135,81,86
6136,89,87.2
6137,100,95.76
6138,62,71.7
6139,88,91.33
6140,100,92.13
6141,100,90.93
6142,100,96.46
6143,89,89.97
6144,85,89.24
6145,97,94.53
6146,96,93.78
6147,78,80.13
6148,89,90.96
6149,85,83.92
6150,85,77.65
6151,96,97.17
6152,89,91.92
6153,100,92.92
6154,87,78.86
6155,96,96.57
6156,97,90.95
6157,89,80.73
6158,81,82.39
6159,89,91.04
6160,96,96.59
6161,100,91.14
6162,89,85.58
6163,100,91.33
6164,96,82.09
6165,89,86.53
6166,96,93.79
6167,92,85.55
6168,85,81.87
6169,74,80.71
6170,89,91.1
6171,96,86.9
6172,100,92.15
6173,100,96.53
6174,89,80.54
6175,97,86.16
6176,73,77.92
6177,92,91.83
6178,96,90.71
6179,96,91.35
6180,85,85.55
6181,89,76.84
6182,89,81.28
6183,89,84.75
6184,85,86.06
6185,96,95.47
6186,89,92.02
6187,85,82.77
6188,89,89.94
6189,89,91.25
6190,89,92.02
6191,92,90.94
6192,89,83.28
6193,89,91.49
6194,100,98.23
6195,93,82.93
6196,93,87.31
6197,93,88.49
6198,89,84.28
6199,50,63.54
6200,81,82.63
6201,89,83.3
6202,89,83.95
6203,89,90.58
6204,89,92.22
6205,96,95.34
6206,85,83.83
6207,67,75.9
6208,89,82.29
6209,85,84.31
6210,97,96.39
6211,89,84.77
6212,100,94.5
6213,86,87.8
6214,89,87.83
6215,85,89.39
6216,92,82.35
6217,94,89.77
6218,100,87.25
6219,100,98.23
6220,88,77.76
6221,96,92.13
6222,89,87.91
6223,93,90.24
6224,81,83.86
6225,92,80.88
6226,89,88.6
6227,81,80.1
6228,89,79.05
6229,97,90.45
6230,97,84.71
6231,100,93.38
6232,93,85.01
6233,100,86.26
6234,89,90.06
6235,89,84.85
6236,89,86.32
6237,93,90.02
6238,78,81.17
6239,84,79.45
6240,96,92.38
6241,100,94.31
6242,89,83.19
6243,77,79.09
6244,78,69.53
6245,89,90.53
6246,89,86.88
6247,88,82.63
6248,96,91.16
6249,96,92.38
6250,89,80.88
6251,63,73.38
6252,85,86.75
6253,89,88.22
6254,97,87.16
6255,89,88.17
6256,100,90.94
6257,89,90.09
6258,85,81.04
6259,96,91.54
6260,93,95.05
6261,85,84.5
6262,100,95.78
6263,89,87.95
6264,66,73.35
6265,89,91.6
6266,96,88.82
6267,84,83.01
6268,93,85.01
6269,81,81.54
6270,96,86.18
6271,81,83.7
6272,89,83.86
6273,100,91.07
6274,93,86.75
6275,96,78.82
6276,96,88.02
6277,85,81.16
6278,85,81.98
6279,77,80.68
6280,89,88.41
6281,92,94.33
6282,100,92.92
6283,100,81.74
6284,89,86.89
6285,86,69.03
6286,67,64.71
6287,100,99.53
6288,100,92.36
6289,97,97.87
6290,92,93.21
6291,96,90.31
6292,82,86.02
6293,96,78.35
6294,96,83.31
6295,96,91.59
6296,97,92.2
6297,97,86.24
6298,90,90.57
6299,96,96.61
6300,85,75.01
6301,78,84.34
6302,85,88.33
6303,89,87.77
6304,89,88.33
6305,89,86.12
6306,92,72.88
6307,96,89.18
6308,96,92.61
6309,100,92.32
6310,88,79.78
6311,85,89.1
6312,76,77.01
6313,100,91.64
6314,96,86.77
6315,100,96.05
6316,92,90.31
6317,96,93.98
6318,96,94.85
6319,89,86.22
6320,96,89.88
6321,100,94.51
6322,89,91.45
6323,100,93.33
6324,85,88.39
6325,85,84.65
6326,92,91.52
6327,96,88.75
6328,86,77.03
6329,77,82.55
6330,93,92.4
6331,93,79.7
6332,89,69.86
6333,89,85.16
6334,85,79.29
6335,96,80.61
6336,73,80.05
6337,93,89.9
6338,89,90.18
6339,74,76.8
