ids,RatingID,erkey,AccountabilityID,RatingYear,BaseYear,RatingInterval,CN_Priority,Creation_Date,date_calculated,publish_date,exclude,ExcludeFromLists,previousratingid,DataEntryAnalyst,Rpt_Comp_Date,Rpt_Comp_Emp,Reader2_Date,EmployeeID,Rpt_Ap_Date,Rpt_Ap_Emp,Rpt_Ver_Date,Incomplete,BoardList_Status,StaffList_Status,AuditedFinancial_status,Form990_status,Privacy_Status,StatusID,DonorAdvisoryDate,DonorAdvisoryText,IRSControlID,ResultsID,DonorAdvisoryCategoryID,RatingTableID,CauseID,CNVersion,Tax_Year,CEO_Salary,Direct_Support,Indirect_Support,Govt_Grants,Total_Contributions,ProgSvcRev,MemDues,PrimaryRev,Other_Revenue,Total_Revenue,Excess_Deficit,Int_Expense,Depreciation,Total_Expenses,Total_Func_Exp,Program_Expenses,Administration_Expenses,Fundraising_Expenses,Pymt_Affiliates,Total_Assets,Total_Liabilities,Total_Net_Assets,Assets_45,Assets_46,Assets_47c,Assets_48c,Assets_49,Assets_54,Liability_60
9386,126184,er-31781,88306,2016,2013,3,,43020.5887731481,43060.4726273148,43070,0,0,123455,74,43059.3935763889,NaN,NaN,74,43060.4729166667,70,43060.4729166667,NaN,1,1,2,1,1,NaN,NaN,NaN,81,NaN,NaN,29,29,2.1,2016,43500,NaN,NaN,0,1968085,0,0,1968085,27494,1995579,856401,NaN,NaN,1139178,1139178,1095991,32692,10495,0,3694432,13013,3681419,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9387,127685,er-32661,89807,2016,2013,3,,43038.6408449074,43119.529537037,43132,0,0,123729,51,43118.4552083333,NaN,NaN,51,43119.5296759259,74,43119.5296759259,NaN,1,1,1,1,0,NaN,NaN,NaN,82,NaN,NaN,4,4,2.1,2016,220260,NaN,NaN,119723,6284690,269286,0,6553976,214823,6768799,-1644357,NaN,NaN,8413156,8413156,7369231,515497,528428,0,12306885,1340160,10966725,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9388,127687,er-32667,89809,2016,2013,3,,43038.6408449074,43122.6701967593,43132,0,0,123772,74,43122.4778472222,NaN,NaN,74,43122.6706944444,70,43122.6706944444,NaN,0,0,0,0,0,NaN,NaN,NaN,82,NaN,NaN,29,29,2.1,2016,NaN,NaN,NaN,0,1720429,0,0,1720429,0,1720429,12614,NaN,NaN,1707815,1707815,1417522,88584,201709,0,78855,4373,74482,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9389,127343,er-31738,89465,2016,2013,3,,43038.6408449074,43109.4013310185,43132,0,0,117648,51,43108.694224537,NaN,NaN,51,43109.4014351852,70,43109.4014351852,NaN,1,1,1,1,0,NaN,NaN,NaN,82,NaN,NaN,29,29,2.1,2016,87415,NaN,NaN,0,1924581,0,0,1924581,274423,2199004,-149908,NaN,NaN,2348912,2348912,1997312,150426,201174,0,1196126,103720,1092406,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9390,127345,er-31745,89467,2016,2013,3,1,43038.6408449074,43083.6037615741,43091,0,0,118952,NaN,43081.3956481482,NaN,NaN,70,43083.6041782407,73,43083.6041782407,NaN,1,1,1,1,2,NaN,NaN,NaN,82,NaN,NaN,29,29,2.1,2016,503316,NaN,NaN,21996694,136961522,4337753,0,141299275,2982620,144281895,14241676,NaN,NaN,130040219,130040219,92881573,14688065,22470581,0,174506379,12986119,161520260,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9391,125837,er-31004,87959,2016,2013,3,,43020.5887731481,43047.3788541667,43070,0,0,115131,10,43035.4330208333,NaN,NaN,10,43047.378912037,74,43047.378912037,NaN,1,1,1,1,0,NaN,NaN,NaN,81,NaN,NaN,4,4,2.1,2016,97385,NaN,NaN,1788645,2235898,953137,0,3189035,1431682,4620717,-274682,NaN,NaN,4895399,4895399,2593096,2064237,238066,0,1105747,863755,241992,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9392,125838,er-31015,87960,2016,2013,3,,43020.5887731481,43045.6266898148,43070,0,0,114821,10,43035.469537037,NaN,NaN,10,43045.6274189815,74,43045.6274189815,NaN,0,0,0,0,0,NaN,NaN,NaN,81,NaN,NaN,3,3,2.1,2016,271026,NaN,NaN,1041655,3237630,4916316,275945,8153946,417103,8571049,-203013,NaN,NaN,8774062,8774062,7597435,799753,376874,0,31483154,1114429,30368725,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9393,127001,er-30973,89123,2016,2013,3,,43038.6408449074,43104.4802662037,43132,0,0,116298,74,43096.6353819444,NaN,NaN,74,43104.4804398148,70,43104.4804398148,NaN,1,1,0,0,0,NaN,NaN,NaN,82,NaN,NaN,29,29,2.1,2016,99382,NaN,NaN,1194010,2175036,311459,0,2486495,3380,2489875,-281349,NaN,NaN,2771224,2771224,2438384,150229,182611,0,7336653,1527884,5808769,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9394,127002,er-30975,89124,2016,2013,3,,43038.6408449074,43083.4667476852,43091,0,0,114520,70,43073.4686111111,NaN,NaN,70,43083.4668055556,74,43083.4668055556,NaN,1,1,0,0,0,NaN,NaN,NaN,82,NaN,NaN,4,4,2.1,2016,321758,NaN,NaN,203650,5234662,9224439,0,14459101,-36743,14422358,-1303160,NaN,NaN,15725518,15725518,12524104,1390648,1810766,0,70848217,59284042,11564175,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9395,126451,er-32635,88573,2016,2013,3,,43020.5887731481,43066.5020138889,43070,0,0,122639,70,43060.6364930556,NaN,NaN,70,43066.5020717593,74,43066.5020717593,NaN,1,1,0,0,0,NaN,NaN,NaN,81,NaN,NaN,4,4,2.1,2016,157791,NaN,NaN,171792,5968594,6843464,20778,12812058,911553,13723611,3768659,NaN,NaN,9954952,9954952,8086169,1304091,564692,0,25879329,3926389,21952940,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9396,126452,er-32636,88574,2016,2013,3,,43020.5887731481,43080.5361458333,43091,0,0,122640,85,43055.5593634259,NaN,NaN,85,43080.5369560185,51,43080.5369560185,NaN,1,1,0,0,0,NaN,NaN,NaN,81,NaN,NaN,16,16,2.1,2016,45000,NaN,NaN,4102308,8234460,1432429,0,9666889,262469,9929358,-1138659,NaN,NaN,11068017,11068017,8697637,1655442,714938,23149,21194013,11203392,9990621,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9397,126676,er-30251,88798,2016,2013,3,,43038.6408449074,43109.5199421296,43132,0,0,115736,74,43089.5053240741,NaN,NaN,74,43109.5201041667,56,43109.5201041667,NaN,1,1,1,1,2,NaN,NaN,NaN,82,NaN,NaN,6,6,2.1,2016,723659,NaN,NaN,212285242,258889085,3341149,0,262230234,37617638,299847872,-35356990,NaN,NaN,335204862,335204862,285247739,38809388,11147735,0,1636778670,373047229,1263731441,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9398,126687,er-30268,88809,2016,2013,3,,43038.6408449074,43040.7002083333,43070,0,0,117305,10,43039.4301041667,NaN,NaN,10,43040.7009953704,56,43040.7009953704,NaN,1,1,1,1,2,NaN,NaN,NaN,82,NaN,NaN,2,2,2.1,2016,173408,NaN,NaN,0,4960934,0,0,4960934,39629,5000563,179639,NaN,NaN,4820924,4820924,3311357,238190,1271377,0,3953772,1070035,2883737,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9399,126185,er-31782,88307,2016,2013,3,,43020.5887731481,43049.6713773148,43070,0,0,116005,10,43042.4345717593,NaN,NaN,10,43049.6714930556,70,43049.6714930556,NaN,1,1,0,1,1,NaN,NaN,NaN,81,NaN,NaN,29,29,2.1,2016,0,NaN,NaN,32702452,77059867,42308193,0,119368060,6252018,125620078,4500969,NaN,NaN,121119109,121119109,110376015,10263117,479977,0,50989983,16224700,34765283,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9400,126188,er-31795,88310,2016,2013,3,,43020.5887731481,43061.3900925926,43070,0,0,112940,70,43026.3948726852,NaN,NaN,70,43061.3904050926,51,43061.3904050926,NaN,1,1,1,1,0,NaN,NaN,NaN,81,NaN,NaN,16,16,2.1,2016,NaN,NaN,NaN,0,928058,135885,0,1063943,2860960,3924903,200860,NaN,NaN,3724043,3724043,3224911,315506,183626,0,9878992,190685,9688307,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9401,125840,er-31024,87962,2016,2013,3,,43020.5887731481,43040.3780671296,43070,0,0,114827,10,43035.4767824074,NaN,NaN,10,43040.378125,74,43040.378125,NaN,1,1,0,0,0,NaN,NaN,NaN,81,NaN,NaN,4,4,2.1,2016,182000,NaN,NaN,84560,5070595,7059171,0,12129766,157511,12287277,-480318,NaN,NaN,12767595,12767595,10387501,1079795,1300299,0,33719463,3452377,30267086,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9402,125852,er-31041,87974,2016,2013,3,,43020.5887731481,43073.6401041667,43091,0,0,112544,74,43055.4009837963,NaN,NaN,74,43073.6407407407,70,43073.6407407407,NaN,1,1,0,0,1,NaN,NaN,NaN,81,NaN,NaN,29,29,2.1,2016,117000,NaN,NaN,3776743,6357346,2636978,0,8994324,1156571,10150895,508951,NaN,NaN,9641944,9641944,7959037,1123123,559784,0,16749667,770834,15978833,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9403,127688,er-32669,89810,2016,2014,2,,43038.6408449074,43119.5498263889,43132,0,0,123774,51,43118.4558680556,NaN,NaN,51,43119.5499189815,74,43119.5499189815,NaN,1,1,0,0,0,NaN,NaN,NaN,82,NaN,NaN,4,4,2.1,2016,95900,NaN,NaN,219199,806163,985841,0,1792004,1839,1793843,-40155,NaN,NaN,1833998,1833998,1313383,359522,161093,0,492524,330083,162441,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9404,127689,er-32673,89811,2016,2013,3,,43038.6408449074,43118.5953009259,43132,0,0,123789,51,43118.4570717593,NaN,NaN,51,43118.5953819444,74,43118.5953819444,NaN,1,1,0,0,0,NaN,NaN,NaN,82,NaN,NaN,4,4,2.1,2016,63651,NaN,NaN,174278,1001998,741193,0,1743191,187149,1930340,76922,NaN,NaN,1853418,1853418,1360841,383801,108776,0,349921,73762,276159,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9405,127005,er-30982,89127,2016,2013,3,,43038.6408449074,43084.4393981481,43091,0,0,112829,85,43074.385775463,NaN,NaN,85,43084.4394907407,70,43084.4394907407,NaN,1,1,0,0,0,NaN,NaN,NaN,82,NaN,NaN,29,29,2.1,2016,121410,NaN,NaN,0,4026746,36200,0,4062946,124139,4187085,668750,NaN,NaN,3518335,3518335,2397270,218023,903042,0,9778461,887517,8890944,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9406,127008,er-30988,89130,2016,2012,4,,43038.6408449074,43105.5740277778,43132,0,0,115875,74,43097.3885648148,NaN,NaN,74,43105.574375,70,43105.574375,NaN,1,1,1,0,1,NaN,NaN,NaN,82,NaN,NaN,29,29,2.1,2016,105000,NaN,NaN,1461737,3846736,1291719,0,5138455,104527,5242982,177811,NaN,NaN,5065171,5065171,4561065,117926,386180,0,1817394,472953,1344441,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9407,126454,er-32640,88576,2016,2012,4,,43020.5887731481,43087.6796875,43091,0,0,122653,85,43055.5856712963,NaN,NaN,85,43081.4695601852,74,43081.4695601852,NaN,0,1,0,0,0,NaN,NaN,NaN,81,NaN,NaN,16,16,2.1,2016,102269,NaN,NaN,25000,2818435,1571477,0,4389912,621667,5011579,1013270,NaN,NaN,3998309,3998309,3213699,497975,286635,54094,13511629,763549,12748080,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9408,126460,er-32665,88582,2016,2013,3,,43020.5887731481,43070.4875810185,43091,0,0,123764,85,43056.3971412037,NaN,NaN,85,43070.4876041667,56,43070.4876041667,NaN,1,1,0,0,0,NaN,NaN,NaN,81,NaN,NaN,2,2,2.1,2016,74320,NaN,NaN,420144,2043521,98080,2360,2141601,139740,2281341,1245108,NaN,NaN,1036233,1036233,888482,47496,100255,0,5230381,62871,5167510,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9409,127693,er-32693,89815,2016,2013,3,,43038.6408449074,43122.6578819444,43132,0,0,124215,74,43122.4784375,NaN,NaN,74,43122.6579513889,70,43122.6579513889,NaN,1,1,0,0,0,NaN,NaN,NaN,82,NaN,NaN,29,29,2.1,2016,78754,NaN,NaN,146500,1822564,1658611,0,3481175,120424,3601599,264516,NaN,NaN,3337083,3337083,2860251,375022,101810,0,6836617,948003,5888614,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9410,127696,er-32705,89818,2016,2013,3,,43038.6408449074,43122.6645833333,43132,0,0,125124,74,43122.4789930556,NaN,NaN,74,43122.6647569444,70,43122.6647569444,NaN,1,1,0,0,0,NaN,NaN,NaN,82,NaN,NaN,29,29,2.1,2016,NaN,NaN,NaN,0,1331758,153667,0,1485425,264777,1750202,521257,NaN,NaN,1228945,1228945,909938,142007,177000,0,7418646,23574,7395072,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9411,127348,er-31747,89470,2016,2013,3,,43038.6408449074,43087.6490972222,43091,0,0,115020,74,43082.6106597222,NaN,NaN,74,43087.649212963,70,43087.649212963,NaN,1,1,1,1,0,NaN,NaN,NaN,82,NaN,NaN,29,29,2.1,2016,144616,NaN,NaN,0,27465481,0,0,27465481,275135,27740616,-1560501,NaN,NaN,29301117,29301117,7523867,2000823,19776427,0,4286573,8253677,-3967104,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9412,127349,er-31750,89471,2016,2013,3,,43038.6408449074,43122.4094907407,43132,0,0,119393,73,43118.3869560185,NaN,NaN,73,43122.4096759259,56,43122.4096759259,NaN,1,1,1,1,1,NaN,NaN,NaN,82,NaN,NaN,2,2,2.1,2016,108286,NaN,NaN,0,1450234,55957,0,1506191,35076,1541267,575448,NaN,NaN,965819,965819,852600,75807,37412,0,1475066,75068,1399998,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9413,126694,er-30271,88816,2017,2013,4,,43038.6408449074,43119.5938310185,43132,0,0,117310,70,43119.4026388889,NaN,NaN,70,43119.593912037,74,43119.593912037,NaN,1,1,0,0,0,NaN,NaN,NaN,82,NaN,NaN,3,3,2.1,2017,262740,NaN,NaN,0,10053638,685834,645278,10739472,248429,10987901,4428539,NaN,NaN,6559362,6559362,4411406,749858,1398098,0,54234572,1198038,53036534,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9414,126696,er-30273,88818,2016,2013,3,0,43038.6408449074,43083.5728472222,43091,0,0,115624,70,43070.4361458333,NaN,NaN,70,43083.573599537,56,43083.573599537,NaN,1,1,1,1,0,NaN,NaN,NaN,82,NaN,NaN,2,2,2.1,2016,NaN,NaN,NaN,0,365290,467967,0,833257,133405,966662,-405932,NaN,NaN,1372594,1372594,1051783,132829,187982,0,2725963,126670,2599293,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9415,127703,er-32112,89825,2016,2013,3,0,43020.5887731481,43069.5125578704,43070,0,0,126285,70,43060.6225810185,NaN,NaN,70,43066.4620949074,74,43066.4620949074,NaN,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,NaN,4,4,2.1,2016,137540,NaN,NaN,0,1720108,1910024,0,3630132,13064,3643196,142109,NaN,NaN,3501087,3501087,2660456,621703,218928,0,1678393,1474529,203864,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9416,127714,er-31839,89836,2015,2012,3,0,43040.6305671296,43040.6317708333,43070,0,0,118213,NaN,42769.369212963,NaN,NaN,67,43040.6318518519,74,43040.6318518519,NaN,1,1,1,1,2,NaN,NaN,NaN,NaN,NaN,NaN,3,3,2.1,2015,69231,NaN,NaN,109344,881209,248868,99041,1130077,129415,1259492,-273487,NaN,NaN,1532979,1532979,902339,461262,169378,0,6670971,172353,6498618,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9417,126462,er-32682,88584,2016,2013,3,,43020.5887731481,43090.5913541667,43091,0,0,123895,74,43059.4247569444,NaN,NaN,74,43073.6602199074,70,43073.6602199074,NaN,1,0,1,1,0,NaN,NaN,NaN,81,NaN,NaN,29,29,2.1,2016,16667,NaN,NaN,0,3206098,52350,0,3258448,891710,4150158,1316758,NaN,NaN,2833400,2833400,2370576,323851,138973,0,5180906,656150,4524756,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9418,126463,er-32688,88585,2016,2013,3,,43020.5887731481,43074.3833449074,43091,0,0,124171,74,43059.4254976852,NaN,NaN,74,43074.3837037037,70,43074.3837037037,NaN,1,1,1,1,1,NaN,NaN,NaN,81,NaN,NaN,29,29,2.1,2016,98050,NaN,NaN,111935,3385495,11595,0,3397090,39505,3436595,147101,NaN,NaN,3289494,3289494,2818625,218465,252404,0,2384365,1584708,799657,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9419,125865,er-31056,87987,2016,2013,3,,43020.5887731481,43045.5191898148,43070,0,0,115887,10,43040.644224537,NaN,NaN,10,43045.5193287037,74,43045.5193287037,NaN,1,1,0,0,0,NaN,NaN,NaN,81,NaN,NaN,3,3,2.1,2016,583619,NaN,NaN,4005323,17295760,11870179,2071038,29165939,1306130,30472069,4180513,NaN,NaN,26291556,26291556,20920189,3673373,1697994,0,94655832,14876283,79779549,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9420,125867,er-31060,87989,2016,2013,3,,43020.5887731481,43082.6062731482,43091,0,0,115889,10,43040.6462615741,NaN,NaN,10,43074.4240625,70,43074.4240625,NaN,1,1,1,1,0,NaN,NaN,NaN,81,NaN,NaN,16,16,2.1,2016,155000,NaN,NaN,1443298,2527036,36850,0,2563886,5338,2569224,-247558,NaN,NaN,2816782,2816782,2389366,264138,163278,0,359267,70234,289033,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9421,126194,er-31808,88316,2016,2013,3,,43020.5887731481,43041.443900463,43070,0,0,115038,10,43033.4803240741,NaN,NaN,10,43041.4440393519,70,43041.4440393519,NaN,1,1,0,0,0,NaN,NaN,NaN,81,NaN,NaN,29,29,2.1,2016,369312,NaN,NaN,0,20952241,3141801,0,24094042,7726470,31820512,-169759,NaN,NaN,31990271,31990271,29319495,2385152,285624,159304,13111413,7751393,5360020,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9422,126196,er-31812,88318,2016,2013,3,,43020.5887731481,43054.4519097222,43070,0,0,116008,51,43042.4471990741,NaN,NaN,51,43054.4525694444,74,43054.4525694444,NaN,1,1,0,0,0,NaN,NaN,NaN,81,NaN,NaN,4,4,2.1,2016,NaN,NaN,NaN,156642,861035,429994,0,1291029,-11920,1279109,74817,NaN,NaN,1204292,1204292,1000940,68569,134783,0,1409937,825244,584693,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9423,125868,er-31061,87990,2016,2013,3,,43020.5887731481,43049.5165856481,43070,0,0,116319,10,43040.6474884259,NaN,NaN,10,43049.5166435185,74,43049.5166435185,NaN,1,1,1,1,1,NaN,NaN,NaN,81,NaN,NaN,4,4,2.1,2016,188974,NaN,NaN,218967,3488692,1603969,0,5092661,161440,5254101,-620960,NaN,NaN,5875061,5875061,5077367,326228,471466,0,11406092,4911550,6494542,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9424,125869,er-31064,87991,2016,2013,3,,43020.5887731481,43046.387650463,43070,0,0,114839,10,43035.4644444444,NaN,NaN,10,43046.3877430556,74,43046.3877430556,NaN,1,1,0,1,0,NaN,NaN,NaN,81,NaN,NaN,3,3,2.1,2016,217718,NaN,NaN,771006,4584794,3720319,726378,8305113,403037,8708150,148721,NaN,NaN,8559429,8559429,6345359,1869057,345013,0,25432180,2107251,23324929,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9425,127013,er-31001,89135,2016,2013,3,,43038.6408449074,43111.4020486111,43132,0,0,116305,73,43097.422337963,NaN,NaN,73,43111.4021064815,74,43111.4021064815,NaN,1,1,0,0,0,NaN,NaN,NaN,82,NaN,NaN,4,4,2.1,2016,150396,NaN,NaN,377000,5364286,4435911,0,9800197,294183,10094380,2491958,NaN,NaN,7602422,7602422,6123554,1024390,454478,0,15095590,352851,14742739,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9426,127014,er-31003,89136,2016,2013,3,,43038.6408449074,43111.4070138889,43132,0,0,116307,73,43097.4010648148,NaN,NaN,73,43111.4070949074,74,43111.4070949074,NaN,1,0,0,0,0,NaN,NaN,NaN,82,NaN,NaN,3,3,2.1,2016,282000,NaN,NaN,1456630,3285130,1120966,420340,4406096,1632601,6038697,426909,NaN,NaN,5611788,5611788,4219751,1104793,287244,0,18512586,796237,17716349,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9427,126199,er-31818,88321,2016,2013,3,,43020.5887731481,43075.5363657407,43091,0,0,116009,10,43042.4412384259,NaN,NaN,10,43075.536400463,74,43075.536400463,NaN,1,1,0,0,1,NaN,NaN,NaN,81,NaN,NaN,16,16,2.1,2016,131745,NaN,NaN,0,2328891,2534604,0,4863495,444336,5307831,181463,NaN,NaN,5126368,5126368,4313352,489454,323562,0,24481953,2230912,22251041,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9428,126201,er-31822,88323,2016,2013,3,,43020.5887731481,43054.4563194444,43070,0,0,116010,51,43042.4512615741,NaN,NaN,51,43054.456400463,74,43054.456400463,NaN,1,1,0,1,0,NaN,NaN,NaN,81,NaN,NaN,4,4,2.1,2016,70681,NaN,NaN,55592,1353113,283962,0,1637075,33313,1670388,342187,NaN,NaN,1328201,1328201,870353,310515,147333,0,4261160,145947,4115213,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9429,126697,er-30276,88819,2016,2012,4,,43038.6408449074,43102.5360300926,43132,0,0,116173,73,43091.6209027778,NaN,NaN,73,43103.3871643519,74,43103.3871643519,NaN,1,1,0,0,0,NaN,NaN,NaN,82,NaN,NaN,3,3,2.1,2016,358284,NaN,NaN,219000,13750445,2236678,742147,15987123,1792300,17779423,-5574112,NaN,NaN,23353535,23353535,19498530,1863893,1991112,0,289140563,33091316,256049247,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9430,126699,er-30281,88821,2016,2013,3,,43038.6408449074,43109.4842361111,43132,0,0,116704,74,43089.5205439815,NaN,NaN,74,43109.4846180556,56,43109.4846180556,NaN,1,1,0,0,1,NaN,NaN,NaN,82,NaN,NaN,6,6,2.1,2016,152573,NaN,NaN,169684,1170612,217764,63969,1388376,1346518,2734894,-169801,NaN,NaN,2904695,2904695,2048128,401644,454923,0,45812230,1801981,44010249,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9431,127715,er-32725,89837,2016,2013,3,1,43040.6556365741,43061.4734375,43070,0,0,NaN,NaN,43046.6468287037,NaN,NaN,85,43061.4735416667,11,43061.4735416667,NaN,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,NaN,29,29,2.1,2016,150577,NaN,NaN,244492,5055765,0,0,5055765,324535,5380300,-1153834,NaN,NaN,6534134,6534134,4762930,608594,1162610,0,4327560,1361948,2965612,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9432,127717,er-31802,89839,2015,2012,3,0,43041.3883333333,43041.3886805556,43070,0,0,122251,NaN,43041.3887268519,NaN,NaN,56,43041.3889236111,56,43041.3889236111,NaN,1,1,0,1,2,NaN,NaN,NaN,NaN,NaN,NaN,2,2,2.1,2015,0,NaN,NaN,0,6628408,0,0,6628408,87265,6715673,2543873,NaN,NaN,4171800,4171800,2966153,201682,1003965,0,7940074,92037,7848037,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9433,127350,er-31753,89472,2016,2013,3,,43038.6408449074,43122.5540740741,43132,0,0,116444,74,43102.4078703704,NaN,NaN,74,43122.5545833333,70,43122.5545833333,NaN,1,1,0,1,0,NaN,NaN,NaN,82,NaN,NaN,16,16,2.1,2016,316870,NaN,NaN,0,4063698,3840403,0,7904101,28362,7932463,-174972,NaN,NaN,8107435,8107435,5654338,1347038,1106059,0,3912894,814951,3097943,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9434,127351,er-31754,89473,2016,2013,3,,43038.6408449074,43105.576875,43132,0,0,116445,74,43102.4086689815,NaN,NaN,74,43105.5770023148,70,43105.5770023148,NaN,1,1,1,1,0,NaN,NaN,NaN,82,NaN,NaN,29,29,2.1,2016,156792,NaN,NaN,1174724,2970954,0,0,2970954,25902,2996856,89973,NaN,NaN,2906883,2906883,1995392,511356,400135,0,2518046,291662,2226384,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9435,127016,er-31009,89138,2016,2013,3,,43038.6408449074,43122.6077546296,43132,0,0,116782,73,43097.4032060185,NaN,NaN,73,43122.6078587963,51,43122.6078587963,NaN,1,1,0,0,0,NaN,NaN,NaN,82,NaN,NaN,16,16,2.1,2016,118117,NaN,NaN,513585,2924626,435897,101276,3360523,97500,3458023,47043,NaN,NaN,3410980,3410980,2752635,481597,176748,0,9280322,88407,9191915,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9436,127019,er-31011,89141,2016,2013,3,,43038.6408449074,43087.5013773148,43091,0,0,115133,70,43081.5838888889,NaN,NaN,70,43087.5014467593,74,43087.5014467593,NaN,1,1,1,1,0,NaN,NaN,NaN,82,NaN,NaN,16,16,2.1,2016,113536,NaN,NaN,315886,2220520,114361,0,2334881,-38881,2296000,446503,NaN,NaN,1849497,1849497,1463123,122012,264362,0,8273444,3849876,4423568,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9437,126202,er-31825,88324,2016,2013,3,,43020.5887731481,43047.4213888889,43070,0,0,115042,10,43038.6008217593,NaN,NaN,10,43047.4214351852,74,43047.4214351852,NaN,1,1,1,0,0,NaN,NaN,NaN,81,NaN,NaN,3,3,2.1,2016,299891,NaN,NaN,836278,8035059,11622985,4117431,19658044,-428015,19230029,-8501196,NaN,NaN,27731225,27731225,22302641,4868583,560001,0,196813270,3858690,192954580,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9438,126204,er-31838,88326,2016,2013,3,,43020.5887731481,43077.4884837963,43091,0,0,115044,10,43039.4785648148,NaN,NaN,10,43077.4886342593,51,43077.4886342593,NaN,1,1,0,0,0,NaN,NaN,NaN,81,NaN,NaN,16,16,2.1,2016,104404,NaN,NaN,0,1492812,761217,21269,2254029,3459639,5713668,459736,NaN,NaN,5253932,5253932,2343464,2708009,202459,0,10424418,218521,10205897,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9439,126700,er-30283,88822,2016,2012,4,,43038.6408449074,43105.5813310185,43132,0,0,115745,73,43091.6157638889,NaN,NaN,73,43105.5814699074,74,43105.5814699074,NaN,1,1,0,0,0,NaN,NaN,NaN,82,NaN,NaN,3,3,2.1,2016,368968,NaN,NaN,6788963,18373199,3270019,521666,21643218,843022,22486240,541081,NaN,NaN,21945159,21945159,16377429,2425117,3142613,0,70493460,2289628,68203832,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9440,126709,er-30291,88831,2016,2013,3,,43038.6408449074,43087.4162962963,43091,0,0,116705,NaN,43087.4136689815,NaN,NaN,74,43087.4163541667,70,43087.4163541667,NaN,1,1,1,1,0,NaN,NaN,NaN,82,NaN,NaN,29,29,2.1,2016,202142,NaN,NaN,3011733,10772391,0,0,10772391,3468,10775859,1062239,NaN,NaN,9713620,9713620,8155977,561353,996290,0,9559857,2099688,7460169,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9441,125870,er-31067,87992,2016,2013,3,,43020.5887731481,43073.437662037,43091,0,0,115149,10,43035.4659490741,NaN,NaN,10,43073.4377777778,74,43073.4377777778,NaN,0,1,0,0,1,NaN,NaN,NaN,81,NaN,NaN,16,16,2.1,2016,283612,NaN,NaN,11253459,19584181,6131618,0,25715799,24775,25740574,4108757,NaN,NaN,21631817,21631817,16579797,4354636,697384,0,24839847,5188444,19651403,NaN,NaN,NaN,NaN,NaN,NaN,NaN
